siteid,code,status,name,site_type
WMLLEG7TXUCZF,ZADURIC,ACTIVE,INTERMODAL CARGO SOLUTIONS,DEPOT
ILJGBZQDS8OOD,AUMEL18,ACTIVE,Westlink Container Park,DEPOT
3GEWLFXEJE0YK,CN8RI01,ACTIVE,Guancheng Nanyang Int'l Shipping Co,DEPOT
QWLKXKPZPTNVK,FRPSLBC,ACTIVE,Blue Container,DEPOT
2447614535898,BRSSZ33P,INACTIVE,Meridianmodal Transporte E Terminai,DEPOT
1N4ULYFY8BUZI,,INACTIVE,Special Customer Ciba,CUSTOMER LOCATION
0ZUZ8790ERHBZ,USINDWD,INACTIVE,Woodmizer,DEPOT
1TPKDKRTDLENZ,HKHKGB8,ACTIVE,Hongkong/Brigantine Services Ltd B8,DEPOT
091ESOTACTDOF,USAKFSC,INACTIVE,Sun Chemical,DEPOT
10JKKVZPNA85U,BEANT730,ACTIVE,Antwerp Container Terminal 730,TERMINAL
2ES7BK55L9RWF,,INACTIVE,Bishop,TO BE UPDATED
2IMEVEKXJW326,AUSYD05,INACTIVE,Patrick Logistics Depot Botany,DEPOT
2KIUCFVBIVS73,USMKC02,INACTIVE,Container Pool Inc,DEPOT
36P78SXSL22QL,ESVGOTM,ACTIVE,Vigo Terminal,TERMINAL
4933139404717,USVYG30P,INACTIVE,Anheuser Busch Incorporation,CUSTOMER LOCATION
2229701584312,FJLVU30P,ACTIVE,Pacific Fish Company,DEPOT
0XCGVZRRAGN7R,IEDUBDO,ACTIVE,Doyle Shipping Group,DEPOT
2NY60WUBNEH8I,PTLISTM,ACTIVE,Terminal de Contentores de Alcantar,TERMINAL
1VWD851J0FQ7Z,USNWK07,ACTIVE,Elizabeth Marine TE,RAIL TERMINAL
19Q0V59HUXV9B,GBLDN02,ACTIVE,London Cfs,DEPOT
03154Q8970Q6K,VEELYTM,INACTIVE,El Tablazo Terminal,TERMINAL
1RSJG3FLIMS8V,USETRSF,INACTIVE,Streator(Atsf Interchange),RAIL TERMINAL
3598970469832,ITPLO33P,INACTIVE,Mgm Magazzini Generali Milanes,DEPOT
7117910546771,USPHL31P,INACTIVE,Container Port Group,DEPOT
1TWVJQM35KRRN,CNMAWWM,INACTIVE,Winsmart Int'l Shipping Ltd,TERMINAL
FYVPFMKCURKVI,BRCRITI,INACTIVE,Terminal Intermodal Sul,DEPOT
0WBIXT7PNANXS,THLZPEK,ACTIVE,Eng Kong,DEPOT
3TKHX8EAPOYAO,TRIZMTC,ACTIVE,Tce Ege Terminal - Aliaga,TERMINAL
1MNDS4AGCVBLY,USCWYTM,INACTIVE,Crowley Terminal,BARGE TERMINAL
1XJIX8LQ7BO8V,,INACTIVE,Corsicana,TO BE UPDATED
25VYX7AN6I1QE,FIUDITM,ACTIVE,Tornio Terminal,TERMINAL
2C1Q7TK492R26,,INACTIVE,Mours Saint Eusebe,TO BE UPDATED
0I2PH7MROH3DP,INHDATM,ACTIVE,Haldia Terminal,TERMINAL
3QYKBFT8UFMNZ,USHMHFE,INACTIVE,Hmh-Fec Rr,TO BE UPDATED
Z2DIFVONBRKYU,RUPLOTM,ACTIVE,Vladivostok - Sollers Terminal,TERMINAL
3BI7F0BZ3M3ZQ,KRBUSHT,ACTIVE,Busan Hutchison Terminal,TERMINAL
0EGKID0DOQRR4,AUBELCD,ACTIVE,Qube Depot Bell Bay,DEPOT
0BRZHC3NCZFLD,USSAVGC,ACTIVE,Savannah Garden City Terminal L738,TERMINAL
YNA0P720KG9Q8,CRHERYU,ACTIVE,Transportes Yumbo SA,DEPOT
32VG3MFJQ11W6,MXNGL01,ACTIVE,Nogales01,DEPOT
1BD0XYSLR2TNS,,INACTIVE,Praha Intrans,DEPOT
RVH5A1M1DY7G0,AUMELOX,ACTIVE,Oxford Container Storage,DEPOT
00TZWQFDLJDWJ,HRRJKSP,ACTIVE,Rijeka Seaport,TERMINAL
UZQ2HPFTY4OA7,AEDXBAM,ACTIVE,Al Minhad Airbase,TERMINAL
3USVRE507C0CD,SEYZJ02,INACTIVE,Nassjo Hoglandsterminalen,RAIL TERMINAL
2V7HDPP751QPR,USLGB01,INACTIVE,Long Beach Cy,TO BE UPDATED
0FE7TVX7LSS3P,USTCSUP,ACTIVE,Port of Tucson - UP Rail,RAIL TERMINAL
26ZB49H4YAG23,,INACTIVE,Rio Haina Terminal,TERMINAL
2MGA8XJ1G7W8R,GBRUB01,ACTIVE,Konstructa Ltd,CUSTOMER LOCATION
KKUS3O5DXWJ9M,VNVUNCT,ACTIVE,Tan Cang - Cai Mep Container Trml,TERMINAL
EZGNSQ4UEZGV0,INPNPCW,ACTIVE,Continental Warehousing Corporation,DEPOT
33ZCM6KJ71ZN4,USNWK22P,INACTIVE,Ironbound Intermodal Ind( Via Pnct),DEPOT
1EXMCO1YOM45A,DEHAM02,ACTIVE,Hamburg / Sch.81/Hansa,TERMINAL
0EX25LC0FFW5T,PLSWITM,INACTIVE,VGN Swinoujscie,TERMINAL
32QCN9ISPX8J1,IRDOGCF,INACTIVE,Dogharun Terminal,CONTAINER FREIGHT STATION
0ON42SDXYHE4Q,VNSGNMX,INACTIVE,"Ho Chi Minh, Linh Xuan APM-SS",DEPOT
27O0CVO1EB8TG,BEANTWOU,ACTIVE,Transport Wouters,DEPOT
1QFD18G4DB7D8,MXAGURR,ACTIVE,Tmm Logistics S.A. De C.V.,RAIL TERMINAL
2RZT0BGHZH02I,ZMNDOTR,ACTIVE,Ndola Station,RAIL TERMINAL
3I776N2IRK2V2,,INACTIVE,Quevedo - Los Rios,TO BE UPDATED
365OZN60GBXJ3,TWTAXAC,ACTIVE,Associated Consolidated Terminal,TERMINAL
7Y6E1D5H4TCQV,GBMNCMO,ACTIVE,MANCHESTER OLYMPIC STORAGE,DEPOT
10W8CDVCJKXOE,INKNMIC,ACTIVE,ICD Dadri,RAIL TERMINAL
1B8J5LOYM0JIF,AUSIOGR,ACTIVE,Greenhams,CUSTOMER LOCATION
005AV81U1CC8R,AUMACRT,ACTIVE,Mackay Rail,RAIL TERMINAL
3I4SI94PJ0CVS,USSAVTO,ACTIVE,Georgia Ports,DEPOT
2MPSRXK9HYQ9R,USFTSKC,INACTIVE,Fort Smith-Kcs Rr,DEPOT
2739841198893,USLAX46P,ACTIVE,Sankyu U S A,DEPOT
0XJRNTUPEKTP5,INCCUMJ,ACTIVE,Concor Ctkr (Majerhat) Terminal,TERMINAL
33P6OGYIORZWF,,INACTIVE,"Ishpeming,Mi",TO BE UPDATED
LRS9I1GUZF61I,DEBIEGM,ACTIVE,GEBR. MOENKEMOELLER,DEPOT
0919LAWKO6072,CIABJVO,INACTIVE,Abidjan,TO BE UPDATED
NGTURHP3UAKNW,DZAT7TM,INACTIVE,Algiers Terminal 7,TERMINAL
1YWSED56RTWU6,,INACTIVE,Schwebenried (Arnstein),TO BE UPDATED
SFD0L93PXK5KF,PGMAGRD,ACTIVE,RD Tuna,CUSTOMER LOCATION
2G8GDZOSQZDKS,THSON01,INACTIVE,Hatyai Train Station,RAIL TERMINAL
4PDO4ZISJM7DM,ECPOSDP,ACTIVE,DP World Posorja,TERMINAL
3EASA3RZYIXTC,UAODS02,ACTIVE,OOO Terminal Warehouse,RAIL TERMINAL
S8G3XKZQ9QYLQ,MYKUAKL,INACTIVE,Konsortium Logistik Berhad,DEPOT
3VH2V2PF6IPP0,GBLZF01,ACTIVE,Draka UK Ltd,CUSTOMER LOCATION
00OZB8SFCP3O2,NZMGLFN,ACTIVE,Mosgiel  Fonterra,CUSTOMER LOCATION
3930836214652,CNSZH30P,INACTIVE,Shenzhen,DEPOT
1838QNJW6PY0U,CNROQWS,INACTIVE,Rongqi/Wide-Tech Shipping Ltd.,TO BE UPDATED
6UGKNYRNVOKRT,BEANTPR,ACTIVE,Progeco 2,DEPOT
07O63J2D66MJS,INJHTVC,INACTIVE,Vinay Container Services Pvt. Ltd.,DEPOT
KJXGLNOPDVLES,BYZHORR,ACTIVE,Zhodino Rail Terminal,RAIL TERMINAL
5516629310100,DEBRE30P,INACTIVE,HEINRICH LANGHORST & CO.,DEPOT
2V0AZOQ24380Z,ZANESRT,INACTIVE,Nelspruit Rail Terminal,RAIL TERMINAL
1QZ2I9CG2SC5B,USODAUP,INACTIVE,Oda-Up Rr,RAIL TERMINAL
326QRT8NMY8PE,HKHKG05,ACTIVE,HongKong Container Sys ltd Depot B,DEPOT
1CGAEP39S4133,USNFK05,INACTIVE,Nfk-Tobacco Shippers Pool,TO BE UPDATED
38TKME07CWKA4,BOE8FTC,ACTIVE,LOGRA SA SANTA CRUZ,DEPOT
18D275VC6TJLR,USORHPW,ACTIVE,Worcester - CSX Stackbridge Ramp,RAIL TERMINAL
3USJLVOACRDX4,LKCMB06,INACTIVE,Asian Container Terminal (Pvt) Ltd.,DEPOT
18CH54YHGEW73,,INACTIVE,Chernovtsy,TO BE UPDATED
VSBSUBQLTAK76,VNSGNGL,ACTIVE,GREEN LOGISTICS DEPOT - HCM42,DEPOT
06PJ3KTHM4FZE,USVGGTM,INACTIVE,Virgin Gorda Terminal,DEPOT
3MKYXPDC493F1,VELAGP2,ACTIVE,La Guaira / Tiasa,TERMINAL
4668769242553,ITMIL31P,INACTIVE,GEMACO SRL,DEPOT
3BWVB9PWTCTQ7,JPKOB04,ACTIVE,Kob Sea-Land Terminal,TERMINAL
6955086615381,NZUFX31P,ACTIVE,MOUNT MAUNGANUI WHARF,TERMINAL
THJ69XBOTCA11,CRALJET,ACTIVE,EL TRIUNFO MERCANTIL SRL,DEPOT
4102579408373,THSON34P,INACTIVE,Siam Sempermed Copr Ltd,DEPOT
1E4050H68T978,THLZPWND,ACTIVE,Ruam Pan KTPS Logistics,DEPOT
1RS4R75D7DW1R,HKHKGB9,ACTIVE,Hongkong/Brigantine Services Ltd B9,DEPOT
6904103554275,DEHAM52P,INACTIVE,Translog Gmbh I.G.,DEPOT
34X0P30WI5TII,BRPNGTC,INACTIVE,Transcontainer Terminal,TERMINAL
0LMZ3E2B2VYIM,FRLEH00,ACTIVE,Havre (Le) / Cnm Terminal,TERMINAL
37SQ688GE30DN,GBIMDTM,ACTIVE,THAMESPORT TERMINAL,TERMINAL
0X4GIEYXO16BF,HNTGL01,ACTIVE,Tegucigalpa Container Depot,DEPOT
ICI1926TAY6PZ,ESAEIRC,ACTIVE,ALMERIA RIB. TERMINAL,TERMINAL
FIDWVC1WEAOAJ,USTGKTS,ACTIVE,Trident Seafood,CUSTOMER LOCATION
YGDHRBDTIPODZ,ZATZART,ACTIVE,Tzaneen Railhead,RAIL TERMINAL
3RDTX9D73TWN0,CLVALCT,INACTIVE,Contopsa Valparaiso,DEPOT
36FT9DR6R1AIM,ESBCN06,ACTIVE,Barcelona - Baconsa,DEPOT
0NOQHPRH0XKJX,DEAOUU1,ACTIVE,Duss Augsburg,DEPOT
0Y3970GZTCT30,DZRBAAC,ACTIVE,"ACS Container Terminal, Algiers",TERMINAL
1780716251480,CNDAI34P,INACTIVE,DALIAN YUNTONG,DEPOT
0VR75UEBJWQRI,BRSSZPA,INACTIVE,Paulista Containers/Santos,TO BE UPDATED
0Q0NWBC81259W,INJHTFC,ACTIVE,Forbes & Company Ltd,CONTAINER FREIGHT STATION
ZL6JFMMIZ60FW,MYKCHOD,ACTIVE,Kuching Port Ondock,DEPOT
39SJI8PZUKVZM,MXESETC,ACTIVE,TECOM Ensenada,TERMINAL
0YHUYYHFMJ7GE,CAVNRLM,INACTIVE,Vancouver/Fraser Surrey Docks,TO BE UPDATED
0LMIIBFJX1I0U,,INACTIVE,Eutingen (Im Gaeu),TO BE UPDATED
4069979476775,USSAV33P,INACTIVE,Global Intermodal Systems,DEPOT
0880134446025,DEREN31P,INACTIVE,Ost Regensburg,DEPOT
4525761541224,YEADE31P,ACTIVE,MOKHA HODEIDAH GENERAL PORTS AUTHOR,TERMINAL
OAWMQBGP1VBRE,MZBEWJJ,ACTIVE,JJ Depot,DEPOT
0FM3LVWUW9D6J,GBDBE01,ACTIVE,Konstructa Ltd,CUSTOMER LOCATION
3QYH2HL4QWLFJ,USMIAAP,INACTIVE,Miami Airport,TERMINAL
0ZLIK26KM8OFN,CNNPOGX,ACTIVE,Ningbo Gaoxin Container Depot,DEPOT
4530914171846,BRSSZ30P,ACTIVE,TECONDI - TERM PARA CONTAINERS DA M,TERMINAL
304ZC0XF85L6N,,INACTIVE,"Wilsonville,Or",TO BE UPDATED
B3XTWBDWY4TCE,TRIZMCB,ACTIVE,CBM Aliaga Depot,DEPOT
HPO44BVSGGD1R,INKAMRT,ACTIVE,Karambeli Rail Station,RAIL TERMINAL
2ZPS1HC0K8LRW,BEDNMM1,INACTIVE,Chievres Military Depot,DEPOT
0C276QTHV2S8V,USOAKAP,INACTIVE,Oakland Oakland Airport,TERMINAL
3OHPEWNWBNMV3,,INACTIVE,E Longmeadow,TO BE UPDATED
3L7LGTCWJ34VY,CNSWWCS,INACTIVE,Conbridge Shipping Company,TO BE UPDATED
2I28TCGSBTAAW,CNSSHNY,INACTIVE,Sanshan Nanyang Int'l Shipping Ltd,BARGE TERMINAL
6CL2IVETHXSEP,CISP0TT,ACTIVE,TOUTON NEGOCE COTE D'IVOIRE TNCI,DEPOT
6026625040000,DEBRE31P,INACTIVE,ROLAND BREMEN,DEPOT
1QYYIFSFA7G5T,USILM04,INACTIVE,Chestnut Enterprises Bonded CY,DEPOT
00AHINANJVRZZ,,INACTIVE,Ferrocarril De Panama,TO BE UPDATED
2BCTT0YWGWCCW,LTKLP01,ACTIVE,Klaipedos Terminalas,TERMINAL
2KJ9WE4FYUTFJ,USOMABN,ACTIVE,Burlington Northern Railroad,RAIL TERMINAL
2M6HB44669P1L,NLROTHAC,ACTIVE,Hacon Containers B.V.,DEPOT
9388JO14UD9RZ,VNSGNPC,INACTIVE,Phuc Long 3,DEPOT
343UHKY3JT6I2,NLROTWHT,ACTIVE,Waalhaven Terminal 1,BARGE TERMINAL
4374655431311,BRREC31P,ACTIVE,Porto Do Recife S.A.,TERMINAL
2PQ8PF7UGH5KV,USCHSHI,INACTIVE,Charleston Sc Harborside Intermoda,TO BE UPDATED
RHVH7G6LNAWBI,BEANTKA,ACTIVE,Katoen Natie Poland,DEPOT
32VBWWVW6YDFI,CNNKGME,INACTIVE,Meldisco Nkg,TO BE UPDATED
ABN79GH0EAZXD,RUMOWR9,ACTIVE,LLC KT OZ,RAIL TERMINAL
TVJ6X6DYA0BQY,GEPTITC,ACTIVE,Trans Caucasus Terminal,TERMINAL
09VFS9MIRJ158,BEANTNT,INACTIVE,Noordnatie Terminal,TERMINAL
3KXMKX2ASOADB,,INACTIVE,Riverside   Il,TO BE UPDATED
0CVJ0J57EZN6J,TRDRCTM,ACTIVE,Derince Terminal,TERMINAL
1ELA463N0D3CP,NOAESPT,ACTIVE,Flatholmen Container Terminal,TERMINAL
UFUUXJFPHCXML,MYKUABD,ACTIVE,Balok Container Depot and Haulage,DEPOT
2XE0R3XAIMOAM,CNZHUHD,INACTIVE,Hill + Delamain,TO BE UPDATED
37IKCRTPG1GN2,,INACTIVE,Duran - Guayas,TO BE UPDATED
0Y38SJ2C9DC8P,GNCKYTO,INACTIVE,Conakry Terminal Services,DEPOT
P0QZR60U1FBOI,PKKHIAC,ACTIVE,AXIS CONTAINER SERVICES,DEPOT
1IHR2SORAJ3I7,USDAL01,INACTIVE,Southwest Frt-Dallas Texas,DEPOT
398O7ZU0DL02Q,FIHMICT,INACTIVE,PLS DO NOT USE,TERMINAL
CZVIMVY8GELFO,MXSLPLI,ACTIVE,Logistica Integral Transportacion,DEPOT
TSQMSEE0DGJUR,INJHTPC,ACTIVE,Punjab ConCor,CONTAINER FREIGHT STATION
0A4Y3R43JJFNF,CNZ1ZFT,INACTIVE,Zhangshou,DEPOT
29V6W9TCE06F2,,INACTIVE,Obersulm,TO BE UPDATED
3BD59B43SLA4F,NGAPPPT,ACTIVE,Apapa Port,TERMINAL
8821808858226,USJAX33P,INACTIVE,Samsonite Coportation,CUSTOMER LOCATION
9473160695971,USNYC33P,INACTIVE,Pacer Stacktrain - (S.Kearny),DEPOT
7809245911338,GBGOL30P,ACTIVE,SEAWHEEL LTD,TERMINAL
8617598027278,BEANT48P,INACTIVE,TRUCK DEPOT GREY,DEPOT
1RSBOGBGYFUBJ,PLRADLO,ACTIVE,Loconi Terminal Radomsko,RAIL TERMINAL
00YKCK0BTZPLD,ZACPT19,ACTIVE,Sati Container Services - CPT,DEPOT
DBVGY8YAQGEDD,KHPNHSD,INACTIVE,SBLL DEPOT,DEPOT
0FJJDOEP2EU3Q,CNHSHHH,INACTIVE,Hunghing Sealand Transportation Ltd,BARGE TERMINAL
14PYJPJQQK1YM,RUTTIRR,ACTIVE,Togliatty Rail Terminal,RAIL TERMINAL
3K4IAIW5FC03J,,INACTIVE,Manokwari,TO BE UPDATED
0U8Z7SW0HTJU9,PHCEBDT,ACTIVE,Cebu Domestic Shipping Terminal,TERMINAL
ZFPUPBIBHVVFA,TRKAM01,ACTIVE,KARAMAN ARKAS DEPO,DEPOT
4234004120451,NLROT58P,INACTIVE,HOLLAND TERMINALS BV,TERMINAL
3E8TPDBQV55JM,FRBAYTM,ACTIVE,Bayonne timber terminal,TERMINAL
0JZV6K1SN1PJ3,TWKEESC,ACTIVE,Kuo Chen Total Logistics Co Ltd,DEPOT
IOAUTCFNC2GM5,IDJKTZL,ACTIVE,PT Zona Lintas Samudera,DEPOT
2OMUKN892SNZY,,INACTIVE,Knapsack (Huerth),TO BE UPDATED
3GKD7EUYIA4CF,,INACTIVE,Wrightsville  Ar,TO BE UPDATED
TRRJVXFQX9BUT,ITLSZTT,ACTIVE,Terminal Del Golfo - Tarros,TERMINAL
2F1ZSAW3UWVGD,CNJGNWS,INACTIVE,Wide Tech Shipping Ltd.,BARGE TERMINAL
CRQANVBL8UN5D,DEAOU03,INACTIVE,DBI Augsburg,DEPOT
3N4L7OZMOHFBC,CNGAYCK,ACTIVE,Zhaoqing Gaoyao Chukong,TERMINAL
2HXV7VAA9MYCO,CNWUHSL,ACTIVE,Wuhan Jilian Xinsanly Depot,DEPOT
A0NNNFYD4MUYA,USHOUAN,ACTIVE,Anchorage Position Gulf,TERMINAL
3IH41HAXV4GAN,,INACTIVE,St Marys Pa,TO BE UPDATED
3T5NS7720TSOV,USSFOHG,INACTIVE,San Francisco Ca H G Ollendorf Inc,CUSTOMER LOCATION
3BMG8N8H5AE7S,MYLPKWP,ACTIVE,Westport,TERMINAL
0ZVJLI4ZMOTQ7,MOMAC02,INACTIVE,Macao Cfs,CONTAINER FREIGHT STATION
03FZWXNKUVFXA,USHZOTS,ACTIVE,"Tsl Terminals, INC",CONTAINER FREIGHT STATION
7888308939472,ECGYE30P,INACTIVE,TALLERES Y SERVICIOS C.A.,DEPOT
0HSMHVZQB7AD0,USLOUGL,INACTIVE,"Global Intermodal - Louisville, KY",CUSTOMER LOCATION
5068557735099,NZNOI31P,INACTIVE,Portpack,DEPOT
2XE6XI0SVDTHV,SVLALCF,ACTIVE,Colon Container Freight Station,CONTAINER FREIGHT STATION
04XZK09OWJ6BY,DKEBJRY,INACTIVE,Esbjerg Railyard,CUSTOMER LOCATION
27474PJBJ7DDR,USDALKC,ACTIVE,Dallas-Kcs Rr,RAIL TERMINAL
9466255441991,KWSWK30P,ACTIVE,JTS TERMINAL AND YARD,TERMINAL
2QYOMUYHCJ5YB,SEAEH02,INACTIVE,"Aelmhult, Rail Combi Terminal",TERMINAL
35M6YLB2Y77TK,GBEXE01,ACTIVE,"Exeter, Daintons",DEPOT
2J5T4IAYRNLA7,,INACTIVE,Strongsville,TO BE UPDATED
6968081736457,AEJAL30P,INACTIVE,JEBEL ALI CONTAINER FREIGHT STATION,DEPOT
0R3V6GT9PAD8F,,INACTIVE,Picacho,TO BE UPDATED
DFLLQCPVBRFGI,INKSDPP,ACTIVE,PREIDEL PRIVATE LIMITED,DEPOT
0RLKJCSN3Y71K,ZMNDO01,INACTIVE,Inland Investments Ndola,DEPOT
36HNWSLRC3M52,GBBRL05,ACTIVE,RAVENSTOCK MSG BRISTOL,DEPOT
0MQ80BNAZ4F0W,UAILJIV,ACTIVE,JSC IVT Off-dock Terminal,DEPOT
6102877583403,ZAEBS30P,INACTIVE,GRINDROD JJ (ELS),DEPOT
287KFQALOFGW7,AUDEVCD,ACTIVE,Toll Tasmania Devonport,DEPOT
1319570113588,BEANT71P,INACTIVE,Rapid 1 Off-Hire Depot,DEPOT
0AEMIOQYSRMGV,LRMLW01,ACTIVE,Monrovia Cy,TERMINAL
2CLENCL4AAK5B,JPTYOSL,ACTIVE,Tokyo Sealand,TERMINAL
1PLVMJ7HM9I7Z,,INACTIVE,"Huichapan, Mexico City",TO BE UPDATED
2571NHS6IBYPR,USHOUM7,INACTIVE,Houston M7 Consolidation Texas,TERMINAL
3GJP446JMEHHU,JPKOB14,ACTIVE,Kobe Terminal PC-14/15,TERMINAL
00TPB5A8KV2IX,NLROT16,INACTIVE,Pls use NLROT23,TERMINAL
2440IEGRPPKDN,CLTHOBR,INACTIVE,Broom Talcahuano,DEPOT
0K98KAG1R6FDK,INXGTRT,ACTIVE,Inland Container Depot,RAIL TERMINAL
0FVU86JKE0J26,BRPNGMM,ACTIVE,"Paranagua, Martini Meat Armazens Ge",DEPOT
382SU1B4FUOVA,IDJKTDE,ACTIVE,Dunia Express Transindo,DEPOT
1LMM8F20PGZR8,USITOTM,ACTIVE,HILO Port Terminal,TERMINAL
0TPHB9WRONYHK,ESLEO01,ACTIVE,Leon Rail Terminal,RAIL TERMINAL
3EI71GUJNPJR4,BEANTIOS,INACTIVE,Antwerp IOS,TO BE UPDATED
2U3WPWOMNYPWO,UAILJKL,ACTIVE,Kota Logistic,DEPOT
343QOCRVW2UVR,NOSMKTM,INACTIVE,Stokmarknes Terminal,TERMINAL
1JUJT61IDPVPS,CNSWWXH,INACTIVE,Shantou Xiamen Harvest shipping co.,TERMINAL
O6NT6VDT4BMWH,VNSGNGF,ACTIVE,GREATING FORTUNE LOGISTICS CORPORAT,DEPOT
0TL0N5IU38PKV,,INACTIVE,Amman,TO BE UPDATED
2HIRWA87PN533,,INACTIVE,Ipoh,TO BE UPDATED
1OG5GFKR4MEA5,CNZHQWM,ACTIVE,Zhaoqing Winsmart Shipping,TERMINAL
6125746283739,SGSIN33P,INACTIVE,AUTHOR'T OF CONT,DEPOT
3QELBN22IJYBJ,,INACTIVE,Ashburn Ga,TO BE UPDATED
SI3I7KW4W1HAX,CNSZHSY,ACTIVE,SHENZHEN YANGANG CONTAINER SERVICES,DEPOT
1MB9PAYZJ56DB,,INACTIVE,Kendal      Fl,TO BE UPDATED
7634825640188,AUBNE30P,ACTIVE,Chalmers Industries Pty Ltd,DEPOT
287WPZD2HSDWW,ISGRTTM,ACTIVE,Grundartangi,TERMINAL
1E8A0XDNU49OI,DEQBEM1,INACTIVE,Neubruecke Military Depot,DEPOT
0TUB4Z1WITKKE,PHMNLTM,ACTIVE,Manila Intl Container Tmnl North,TERMINAL
TLVUGQPSZFNKC,DZTERTM,ACTIVE,Algiers terminal 6,CUSTOMER LOCATION
3FGV6ZCSFT8J4,DKHHLSD,INACTIVE,Hanstholm S/D,CUSTOMER LOCATION
1DU4MGUT9G8ZJ,,INACTIVE,Laurinburg  Nc,TO BE UPDATED
11V9MZOQQU5JF,THF9K01,ACTIVE,Bangpakong SD,CUSTOMER LOCATION
1GTWU2UF02DTR,,INACTIVE,Mishawaka,TO BE UPDATED
7098508731974,PHCEB31P,INACTIVE,GOLDEN NDC INTERNATIONAL,DEPOT
31I4691YS1DHB,USCHSDT,INACTIVE,Charleston Sc Dixie Trans Svcs,DEPOT
3025318548561,USORF31P,ACTIVE,HAMPTON ROADS EXAMINATION,DEPOT
1GUK1KNRMSBWJ,NZBLERR,ACTIVE,Blenheim,RAIL TERMINAL
1FGZL5934RD4U,ESBCN13,ACTIVE,Ute Llevant,TERMINAL
BGPYUVMPTOJ4D,USYRLCN,ACTIVE,CN Rail- Chippewa Falls,RAIL TERMINAL
18WGCAVFL3ERJ,,INACTIVE,Marine Terminal,DEPOT
BYJGUHGT0DCL3,PETWC09,ACTIVE,TERMINAL INTERNACIONAL DEL SUR,TERMINAL
1B3JH9NGYVK07,BRCDS01,ACTIVE,WINDROSE SERV MARITIMOS E REPRES LT,DEPOT
3VMAJPTMFFOZV,TZDAR54P,ACTIVE,Almeta Opp Depot 2,DEPOT
8441962142681,NLWWI30P,INACTIVE,Roc Waalwijk,DEPOT
2XEGA16KZTTOE,CATORCT,INACTIVE,Canadian Transport Systems Corp,DEPOT
5115073167307,JPTYO35P,ACTIVE,Sumitomo Tokyo Vanpool,DEPOT
2ON278F2RRD6N,JOAHZ01,ACTIVE,Aqaba Cy,TERMINAL
1YU11S1QD9LAS,PTLIS05,ACTIVE,SPC - MULTIUSOS,DEPOT
0C27JLI8N85DL,ZAPLZ14,ACTIVE,Milltrans Markman,DEPOT
HNVGMUFIRIODC,JPYOKHA,ACTIVE,HONMOKU A-7,TERMINAL
0OX5YYTU2443Q,AZBAKTM,ACTIVE,Baku Customs Terminal,TERMINAL
0T616BS5JWEU0,CNRT3WT,INACTIVE,Shenwan Widetech Shipping Ltd,BARGE TERMINAL
05MTXTLGILXOY,CAMONRM,ACTIVE,Transport Raymont,DEPOT
3JUBRXNSFYL67,CNDL1,INACTIVE,"Dai, Liaoning Light Ind",CUSTOMER LOCATION
2DESOCNW8KNZY,CATORME,ACTIVE,Musket Transport,DEPOT
2M62E8X4VNB6H,CNDPCNY,INACTIVE,Nanyang International Shipping LTD.,BARGE TERMINAL
TOJQHIRKSOV5U,BRCUBTL,ACTIVE,Terloc Terminal Logistico Cesari Lt,DEPOT
15C8J7YHDC9Z3,,INACTIVE,Leonia Nj,TO BE UPDATED
3382290905985,INJAI32P,ACTIVE,RAJASTHAN SMALL INDUSTIRES CORPN. L,DEPOT
02EMJJLYHMQU2,BRJUNIN,ACTIVE,Integral Depot Jundiai,DEPOT
3MBDX1SCEIIYM,,INACTIVE,Harriston Ont,TO BE UPDATED
1KJAMHNE25EI3,NICIOTM,ACTIVE,TCF Corinto,TERMINAL
3422620419144,BGVAR30P,ACTIVE,VARNA EAST PORT,TERMINAL
3NYEHK0HDRJWF,,INACTIVE,New Kingstown,TO BE UPDATED
3D9VMMEQS8MKC,SVSALCF,ACTIVE,San Salvador Container Freight Sta,CONTAINER FREIGHT STATION
1MBN563FJENPA,CRLIZSM,INACTIVE,Seaboard Terminal,TERMINAL
IIIT6SBWSGZ7F,DZALGAG,ACTIVE,SNTR AGS Dry Port,TERMINAL
B7XEKI71OMZPC,CNSHEYP,INACTIVE,Shenzhen Yu Peng Container Service,DEPOT
36PCDJPIGJCRE,NOAUSTM,INACTIVE,Austevoll Terminal,TERMINAL
1ORXT35UHM75B,INMAACC,ACTIVE,cwc cfs - Virugambakkam,CONTAINER FREIGHT STATION
243YASQ5PBGWP,BJCOO04,INACTIVE,"ADN Area Depotage, Niger",DEPOT
6775743382413,NLVNL30P,INACTIVE,KUIJKEN DOORGEBRUIK DEPOT,DEPOT
L6SVUBAHBSXCB,NZAKLAC,ACTIVE,Addis Containers Ltd,DEPOT
OK5BJOQ8VDJZD,IT4KMAT,ACTIVE,ATS Depot,DEPOT
3W0UWC22NW2TP,SKLUCRT,ACTIVE,Lucenec Rail Terminal,RAIL TERMINAL
ABU9IWEBMJGP0,CNXIMRB,ACTIVE,Xiamen Road & Bridge Depot,DEPOT
0JFWDI3FB987S,CNHZOCD,ACTIVE,Anji Rivertech Logistics Terminal,TERMINAL
1UEB90PZ7ADOY,NZWHANP,ACTIVE,North Port Coolstores,CUSTOMER LOCATION
096MBLLA2EQ0V,UGJIA01,ACTIVE,Jinja,CUSTOMER LOCATION
